Torneo de Afghanistan, carrera 100 m, Jonielle SMITH, 9799
Torneo de Philippines, carrera 100 m, Aaron BROWN, 9781
Torneo de Philippines, carrera 100 m, Elaine THOMPSON, 9815
Torneo de Poland, carrera 100 m, Yohan BLAKE, 9844
Torneo de Poland, carrera 100 m, Tebogo MAMATHU, 9845
Torneo de Poland, carrera 100 m, Twanisha TERRY, 9864
Torneo de Portugal, carrera 100 m, Aleia HOBBS, 9794
Torneo de Portugal, carrera 100 m, Justin GATLIN, 9838
Torneo de Portugal, carrera 100 m, Dina ASHER-SMITH, 9847
Torneo de Puerto Rico, carrera 100 m, Noah LYLES, 9760
Torneo de Puerto Rico, carrera 100 m, Elaine THOMPSON, 9761
Torneo de Puerto Rico, carrera 100 m, Cravon GILLESPIE, 9774
Torneo de Qatar, carrera 100 m, Briana WILLIAMS, 9762
Torneo de Qatar, carrera 100 m, Mario BURKE, 9781
Torneo de Qatar, carrera 100 m, Twanisha TERRY, 9784
Torneo de Romania, carrera 100 m, Tynia GAITHER, 9769
Torneo de Romania, carrera 100 m, Marie-Josée TA LOU, 9778
Torneo de Romania, carrera 100 m, Shelly-Ann FRASER-PRYCE, 9780
Torneo de Russia, carrera 100 m, Twanisha TERRY, 9788
Torneo de Russia, carrera 100 m, Teahna DANIELS, 9809
Torneo de Russia, carrera 100 m, Aaron BROWN, 9814
Torneo de Rwanda, carrera 100 m, Aaron BROWN, 9779
Torneo de Rwanda, carrera 100 m, Divine ODUDURU, 9795
Torneo de Rwanda, carrera 100 m, Michael RODGERS, 9798
Torneo de Saint Kitts and Nevis, carrera 100 m, Yuki KOIKE, 9826
Torneo de Saint Kitts and Nevis, carrera 100 m, Raymond EKEVWO, 9830
Torneo de Saint Kitts and Nevis, carrera 100 m, Aleia HOBBS, 9904
Torneo de Saint Lucia, carrera 100 m, Divine ODUDURU, 9769
Torneo de Saint Lucia, carrera 100 m, Tynia GAITHER, 9776
Torneo de Saint Lucia, carrera 100 m, Arthur CISSÉ, 9780
Torneo de Saint Vincent and the Grenadines, carrera 100 m, Andre DE GRASSE, 9781
Torneo de Saint Vincent and the Grenadines, carrera 100 m, Tebogo MAMATHU, 9782
Torneo de Saint Vincent and the Grenadines, carrera 100 m, Aleia HOBBS, 9783
Torneo de Samoa, carrera 100 m, Blessing OKAGBARE, 9764
Torneo de Samoa, carrera 100 m, Andre DE GRASSE, 9772
Torneo de Samoa, carrera 100 m, Yuki KOIKE, 9802
Torneo de San Marino, carrera 100 m, Mario BURKE, 9760
Torneo de San Marino, carrera 100 m, Yuki KOIKE, 9823
Torneo de San Marino, carrera 100 m, Kiara GRANT, 9828
Torneo de Sao Tome and Principe, carrera 100 m, Elaine THOMPSON, 9779
Torneo de Sao Tome and Principe, carrera 100 m, ShaCarri RICHARDSON, 9800
Torneo de Sao Tome and Principe, carrera 100 m, Arthur CISSÉ, 9815
Torneo de Saudi Arabia, carrera 100 m, Yuki KOIKE, 9830
Torneo de Saudi Arabia, carrera 100 m, Carina HORN, 9832
Torneo de Saudi Arabia, carrera 100 m, Divine ODUDURU, 9834
Torneo de Scotland, carrera 100 m, Twanisha TERRY, 9769
Torneo de Scotland, carrera 100 m, Divine ODUDURU, 9775
Torneo de Scotland, carrera 100 m, Dafne SCHIPPERS, 9798
Torneo de Senegal, carrera 100 m, Tebogo MAMATHU, 9777
Torneo de Senegal, carrera 100 m, Tyquendo TRACEY, 9783
Torneo de Senegal, carrera 100 m, Abdul Hakim SANI BROWN, 9788
Torneo de Serbia, carrera 100 m, Justin GATLIN, 9811
Torneo de Serbia, carrera 100 m, Elaine THOMPSON, 9822
Torneo de Serbia, carrera 100 m, Tebogo MAMATHU, 9834
Torneo de Seychelles, carrera 100 m, Arthur CISSÉ, 9763
Torneo de Seychelles, carrera 100 m, Aleia HOBBS, 9794
Torneo de Seychelles, carrera 100 m, Kayla WHITE, 9842
Torneo de Sierra Leone, carrera 100 m, Abdul Hakim SANI BROWN, 9765
Torneo de Sierra Leone, carrera 100 m, Raymond EKEVWO, 9768
Torneo de Sierra Leone, carrera 100 m, Kiara GRANT, 9853
Torneo de Singapore, carrera 100 m, Zharnel HUGHES, 9803
Torneo de Singapore, carrera 100 m, Jonielle SMITH, 9816
Torneo de Singapore, carrera 100 m, Shelly-Ann FRASER-PRYCE, 9845
Torneo de Slovakia, carrera 100 m, Michael RODGERS, 9777
Torneo de Slovakia, carrera 100 m, Blessing OKAGBARE, 9796
Torneo de Slovakia, carrera 100 m, Reece PRESCOD, 9801
Torneo de Slovenia, carrera 100 m, Mujinga KAMBUNDJI, 9798
Torneo de Slovenia, carrera 100 m, Shelly-Ann FRASER-PRYCE, 9812
Torneo de Slovenia, carrera 100 m, Tyquendo TRACEY, 9813
Torneo de Solomon Islands, carrera 100 m, Raymond EKEVWO, 9791
Torneo de Solomon Islands, carrera 100 m, Christian COLEMAN, 9819
Torneo de Solomon Islands, carrera 100 m, Elaine THOMPSON, 9875
Torneo de Somalia, carrera 100 m, Murielle AHOURÉ, 9764
Torneo de Somalia, carrera 100 m, Mujinga KAMBUNDJI, 9836
Torneo de Somalia, carrera 100 m, Reece PRESCOD, 9891
Torneo de South Africa, carrera 100 m, Twanisha TERRY, 9778
Torneo de South Africa, carrera 100 m, Zharnel HUGHES, 9874
Torneo de South Africa, carrera 100 m, Andre DE GRASSE, 9882
Torneo de South Korea, carrera 100 m, Kiara GRANT, 9787
Torneo de South Korea, carrera 100 m, Divine ODUDURU, 9811
Torneo de South Korea, carrera 100 m, Carina HORN, 9826
Torneo de South Sudan, carrera 100 m, Tyquendo TRACEY, 9784
Torneo de South Sudan, carrera 100 m, Christian COLEMAN, 9815
Torneo de South Sudan, carrera 100 m, Jonielle SMITH, 9833
Torneo de Spain, carrera 100 m, Kiara PARKER, 9811
Torneo de Spain, carrera 100 m, Christian COLEMAN, 9823
Torneo de Spain, carrera 100 m, Aaron BROWN, 9840
Torneo de Sri Lanka, carrera 100 m, Shelly-Ann FRASER-PRYCE, 9764
Torneo de Sri Lanka, carrera 100 m, Noah LYLES, 9765
Torneo de Sri Lanka, carrera 100 m, Zharnel HUGHES, 9766
Torneo de Sudan, carrera 100 m, Tynia GAITHER, 9767
Torneo de Sudan, carrera 100 m, Arthur CISSÉ, 9772
Torneo de Sudan, carrera 100 m, Carina HORN, 9789
Torneo de Suriname, carrera 100 m, ShaCarri RICHARDSON, 9760
Torneo de Suriname, carrera 100 m, Roberto SKYERS, 9780
Torneo de Suriname, carrera 100 m, Zharnel HUGHES, 9789
Torneo de Sweden, carrera 100 m, Andre DE GRASSE, 9785
Torneo de Sweden, carrera 100 m, Briana WILLIAMS, 9846
Torneo de Sweden, carrera 100 m, Arthur CISSÉ, 9872
Torneo de Switzerland, carrera 100 m, Yohan BLAKE, 9770
Torneo de Switzerland, carrera 100 m, Cravon GILLESPIE, 9793
Torneo de Switzerland, carrera 100 m, Kiara GRANT, 9797
Torneo de Syria, carrera 100 m, Teahna DANIELS, 9793
Torneo de Syria, carrera 100 m, Blessing OKAGBARE, 9797
Torneo de Syria, carrera 100 m, Isiah YOUNG, 9802
Torneo de Taiwan, carrera 100 m, Arthur CISSÉ, 9773
Torneo de Taiwan, carrera 100 m, Shelly-Ann FRASER-PRYCE, 9783
Torneo de Taiwan, carrera 100 m, Akani SIMBINE, 9798
Torneo de Tajikistan, carrera 100 m, Jonielle SMITH, 9839
Torneo de Tajikistan, carrera 100 m, Yongli WEI, 9849
Torneo de Tajikistan, carrera 100 m, Blessing OKAGBARE, 9866
Torneo de Tanzania, carrera 100 m, Mario BURKE, 9767
Torneo de Tanzania, carrera 100 m, Akani SIMBINE, 9782
Torneo de Tanzania, carrera 100 m, Carina HORN, 9816
Torneo de Thailand, carrera 100 m, Briana WILLIAMS, 9766
Torneo de Thailand, carrera 100 m, Yongli WEI, 9785
Torneo de Thailand, carrera 100 m, Kiara GRANT, 9817
Torneo de Timor-Leste, carrera 100 m, Zharnel HUGHES, 9827
Torneo de Timor-Leste, carrera 100 m, Carina HORN, 9838
Torneo de Timor-Leste, carrera 100 m, Kiara GRANT, 9849
Torneo de Togo, carrera 100 m, Isiah YOUNG, 9798
Torneo de Togo, carrera 100 m, Manqi GE, 9917
Torneo de Togo, carrera 100 m, Briana WILLIAMS, 9919
Torneo de Tonga, carrera 100 m, Elaine THOMPSON, 9816
Torneo de Tonga, carrera 100 m, Isiah YOUNG, 9835
Torneo de Tonga, carrera 100 m, Tebogo MAMATHU, 9837
Torneo de Trinidad and Tobago, carrera 100 m, Mario BURKE, 9784
Torneo de Trinidad and Tobago, carrera 100 m, Aleia HOBBS, 9807
Torneo de Trinidad and Tobago, carrera 100 m, Mujinga KAMBUNDJI, 9818
Torneo de Tunisia, carrera 100 m, Justin GATLIN, 9779
Torneo de Tunisia, carrera 100 m, Mario BURKE, 9811
Torneo de Tunisia, carrera 100 m, Aaron BROWN, 9903
Torneo de Turkey, carrera 100 m, Carina HORN, 9808
Torneo de Turkey, carrera 100 m, ShaCarri RICHARDSON, 9833
Torneo de Turkey, carrera 100 m, Mujinga KAMBUNDJI, 9843
Torneo de Turkmenistan, carrera 100 m, Divine ODUDURU, 9770
Torneo de Turkmenistan, carrera 100 m, Reece PRESCOD, 9779
Torneo de Turkmenistan, carrera 100 m, Yohan BLAKE, 9795
Torneo de Tuvalu, carrera 100 m, Mario BURKE, 9770
Torneo de Tuvalu, carrera 100 m, Michael RODGERS, 9787
Torneo de Tuvalu, carrera 100 m, Twanisha TERRY, 9816
Torneo de Uganda, carrera 100 m, Kayla WHITE, 9803
Torneo de Uganda, carrera 100 m, Divine ODUDURU, 9821
Torneo de Uganda, carrera 100 m, Briana WILLIAMS, 9840
Torneo de Ukraine, carrera 100 m, Briana WILLIAMS, 9788
Torneo de Ukraine, carrera 100 m, Raymond EKEVWO, 9797
Torneo de Ukraine, carrera 100 m, Christian COLEMAN, 9810
Torneo de United Arab Emirates, carrera 100 m, Blessing OKAGBARE, 9766
Torneo de United Arab Emirates, carrera 100 m, Raymond EKEVWO, 9782
Torneo de United Arab Emirates, carrera 100 m, Cravon GILLESPIE, 9825
Torneo de United Kingdom, carrera 100 m, Tynia GAITHER, 9779
Torneo de United Kingdom, carrera 100 m, Yohan BLAKE, 9796
Torneo de United Kingdom, carrera 100 m, Yuki KOIKE, 9829
Torneo de United States, carrera 100 m, Murielle AHOURÉ, 9760
Torneo de United States, carrera 100 m, Yohan BLAKE, 9761
Torneo de United States, carrera 100 m, Dina ASHER-SMITH, 9826
Torneo de Uruguay, carrera 100 m, Christian COLEMAN, 9763
Torneo de Uruguay, carrera 100 m, Cravon GILLESPIE, 9781
Torneo de Uruguay, carrera 100 m, Divine ODUDURU, 9800
Torneo de Uzbekistan, carrera 100 m, Isiah YOUNG, 9778
Torneo de Uzbekistan, carrera 100 m, Dafne SCHIPPERS, 9836
Torneo de Uzbekistan, carrera 100 m, Akani SIMBINE, 9856
Torneo de Vanuatu, carrera 100 m, Tebogo MAMATHU, 9776
Torneo de Vanuatu, carrera 100 m, Christian COLEMAN, 9799
Torneo de Vanuatu, carrera 100 m, Zharnel HUGHES, 9817
Torneo de Vatican City, carrera 100 m, Kiara GRANT, 9760
Torneo de Vatican City, carrera 100 m, Yuki KOIKE, 9807
Torneo de Vatican City, carrera 100 m, Murielle AHOURÉ, 9875
Torneo de Venezuela, carrera 100 m, Isiah YOUNG, 9794
Torneo de Venezuela, carrera 100 m, Kiara GRANT, 9822
Torneo de Venezuela, carrera 100 m, Tynia GAITHER, 9823
Torneo de Vietnam, carrera 100 m, Zharnel HUGHES, 9767
Torneo de Vietnam, carrera 100 m, Briana WILLIAMS, 9794
Torneo de Vietnam, carrera 100 m, Roberto SKYERS, 9812
Torneo de Virgin Islands (British), carrera 100 m, Shelly-Ann FRASER-PRYCE, 9848
Torneo de Virgin Islands (British), carrera 100 m, Elaine THOMPSON, 9865
Torneo de Virgin Islands (British), carrera 100 m, Tebogo MAMATHU, 9873
Torneo de Wales, carrera 100 m, Divine ODUDURU, 9763
Torneo de Wales, carrera 100 m, Andre DE GRASSE, 9786
Torneo de Wales, carrera 100 m, Justin GATLIN, 9816
Torneo de Yemen, carrera 100 m, Elaine THOMPSON, 9789
Torneo de Yemen, carrera 100 m, Yohan BLAKE, 9807
Torneo de Yemen, carrera 100 m, Kiara GRANT, 9811
Torneo de Zambia, carrera 100 m, Kayla WHITE, 9787
Torneo de Zambia, carrera 100 m, Andre DE GRASSE, 9802
Torneo de Zambia, carrera 100 m, Cravon GILLESPIE, 9884
Torneo de Zimbabwe, carrera 100 m, Yuki KOIKE, 9799
Torneo de Zimbabwe, carrera 100 m, Mujinga KAMBUNDJI, 9800
Torneo de Zimbabwe, carrera 100 m, Cravon GILLESPIE, 9820
Torneo de Afghanistan, carrera 10000 m, Susan KRUMINS, 1611707
Torneo de Afghanistan, carrera 10000 m, Sifan HASSAN, 1614867
Torneo de Afghanistan, carrera 10000 m, Tsehay GEMECHU, 1616291
Torneo de Albania, carrera 10000 m, Mogos TUEMAY, 1611543
Torneo de Albania, carrera 10000 m, Gete ALEMAYEHU, 1622164
Torneo de Albania, carrera 10000 m, Senbere TEFERI, 1622963
Torneo de Algeria, carrera 10000 m, Susan KRUMINS, 1615721
Torneo de Algeria, carrera 10000 m, Girmawit GEBRZIHAIR, 1624962
Torneo de Algeria, carrera 10000 m, Tsigie GEBRESELAMA, 1626863
Torneo de Andorra, carrera 10000 m, Andamlak BELIHU, 1614474
Torneo de Andorra, carrera 10000 m, Mohammed AHMED, 1628593
Torneo de Andorra, carrera 10000 m, Lopez LOMONG, 1629051
Torneo de Angola, carrera 10000 m, Lopez LOMONG, 1609290
Torneo de Angola, carrera 10000 m, Yomif KEJELCHA, 1611398
Torneo de Angola, carrera 10000 m, Hagos GEBRHIWET, 1612402
Torneo de Antigua and Barbuda, carrera 10000 m, Julien WANDERS, 1611361
Torneo de Antigua and Barbuda, carrera 10000 m, Susan KRUMINS, 1612236
Torneo de Antigua and Barbuda, carrera 10000 m, Letesenbet GIDEY, 1618838
Torneo de Argentina, carrera 10000 m, Netsanet GUDETA, 1609354
Torneo de Argentina, carrera 10000 m, Solomon BERIHU, 1616064
Torneo de Argentina, carrera 10000 m, Girmawit GEBRZIHAIR, 1623399
Torneo de Armenia, carrera 10000 m, Agnes Jebet TIROP, 1610776
Torneo de Armenia, carrera 10000 m, Tsehay GEMECHU, 1611295
Torneo de Armenia, carrera 10000 m, Tsigie GEBRESELAMA, 1611895
Torneo de Australia, carrera 10000 m, Zeineba YIMER, 1610215
Torneo de Australia, carrera 10000 m, Rhonex KIPRUTO, 1610354
Torneo de Australia, carrera 10000 m, Jemal Yimer MEKONNEN, 1610950
Torneo de Austria, carrera 10000 m, Tsehay GEMECHU, 1610784
Torneo de Austria, carrera 10000 m, Stephanie TWELL, 1611040
Torneo de Austria, carrera 10000 m, Tamirat TOLA, 1618116
Torneo de Azerbaijan, carrera 10000 m, Julien WANDERS, 1610032
Torneo de Azerbaijan, carrera 10000 m, Rodgers KWEMOI, 1612638
Torneo de Azerbaijan, carrera 10000 m, Hellen OBIRI, 1617462
Torneo de Bahamas, carrera 10000 m, Gete ALEMAYEHU, 1608532
Torneo de Bahamas, carrera 10000 m, Marielle HALL, 1615211
Torneo de Bahamas, carrera 10000 m, Mohammed AHMED, 1620583
Torneo de Bahrain, carrera 10000 m, Hellen OBIRI, 1611739
Torneo de Bahrain, carrera 10000 m, Zeineba YIMER, 1614897
Torneo de Bahrain, carrera 10000 m, Rhonex KIPRUTO, 1615699
Torneo de Bangladesh, carrera 10000 m, Girmawit GEBRZIHAIR, 1608845
Torneo de Bangladesh, carrera 10000 m, Hagos GEBRHIWET, 1615865
Torneo de Bangladesh, carrera 10000 m, Gete ALEMAYEHU, 1616383
Torneo de Barbados, carrera 10000 m, Yomif KEJELCHA, 1608147
Torneo de Barbados, carrera 10000 m, Susan KRUMINS, 1609071
Torneo de Barbados, carrera 10000 m, Gete ALEMAYEHU, 1619464
Torneo de Belarus, carrera 10000 m, Berehanu TSEGU, 1608306
Torneo de Belarus, carrera 10000 m, Joshua CHEPTEGEI, 1621264
Torneo de Belarus, carrera 10000 m, Jemal Yimer MEKONNEN, 1626408
Torneo de Belgium, carrera 10000 m, Abadi HADIS, 1608999
Torneo de Belgium, carrera 10000 m, Hellen OBIRI, 1614691
Torneo de Belgium, carrera 10000 m, Yemaneberhan CRIPPA, 1620841
Torneo de Belize, carrera 10000 m, Yasemin CAN, 1610769
Torneo de Belize, carrera 10000 m, Tamirat TOLA, 1610911
Torneo de Belize, carrera 10000 m, Senbere TEFERI, 1611714
Torneo de Benin, carrera 10000 m, Solomon BERIHU, 1608967
Torneo de Benin, carrera 10000 m, Netsanet GUDETA, 1611270
Torneo de Benin, carrera 10000 m, Abadi HADIS, 1611986
Torneo de Bhutan, carrera 10000 m, Lopez LOMONG, 1608036
Torneo de Bhutan, carrera 10000 m, Molly HUDDLE, 1608385
Torneo de Bhutan, carrera 10000 m, Senbere TEFERI, 1616751
Torneo de Bolivia, carrera 10000 m, Degitu AZIMERAW, 1612332
Torneo de Bolivia, carrera 10000 m, Berehanu TSEGU, 1613029
Torneo de Bolivia, carrera 10000 m, Girmawit GEBRZIHAIR, 1618178
Torneo de Bosnia and Herzegovina, carrera 10000 m, Dera DIDA, 1615054
Torneo de Bosnia and Herzegovina, carrera 10000 m, Julien WANDERS, 1618192
Torneo de Bosnia and Herzegovina, carrera 10000 m, Andamlak BELIHU, 1620002
Torneo de Botswana, carrera 10000 m, Tsehay GEMECHU, 1612862
Torneo de Botswana, carrera 10000 m, Andamlak BELIHU, 1615467
Torneo de Botswana, carrera 10000 m, Molly HUDDLE, 1618925
Torneo de Brazil, carrera 10000 m, Vincent Kiprotich KIBET, 1624458
Torneo de Brazil, carrera 10000 m, Sifan HASSAN, 1624574
Torneo de Brazil, carrera 10000 m, Hellen OBIRI, 1627396
Torneo de Brunei, carrera 10000 m, Yasemin CAN, 1612363
Torneo de Brunei, carrera 10000 m, Mohammed AHMED, 1617913
Torneo de Brunei, carrera 10000 m, Tamirat TOLA, 1620146
Torneo de Bulgaria, carrera 10000 m, Lopez LOMONG, 1608600
Torneo de Bulgaria, carrera 10000 m, Marielle HALL, 1611154
Torneo de Bulgaria, carrera 10000 m, Yasemin CAN, 1617318
Torneo de Burkina Faso, carrera 10000 m, Hellen OBIRI, 1609117
Torneo de Burkina Faso, carrera 10000 m, Abadi HADIS, 1609938
Torneo de Burkina Faso, carrera 10000 m, Yasemin CAN, 1610409
Torneo de Burundi, carrera 10000 m, Julien WANDERS, 1609499
Torneo de Burundi, carrera 10000 m, Emily SISSON, 1613390
Torneo de Burundi, carrera 10000 m, Senbere TEFERI, 1614725
Torneo de Cabo Verde, carrera 10000 m, Agnes Jebet TIROP, 1615688
Torneo de Cabo Verde, carrera 10000 m, Gete ALEMAYEHU, 1617978
Torneo de Cabo Verde, carrera 10000 m, Jemal Yimer MEKONNEN, 1618154
Torneo de Cambodia, carrera 10000 m, Mohammed AHMED, 1608242
Torneo de Cambodia, carrera 10000 m, Dera DIDA, 1610854
Torneo de Cambodia, carrera 10000 m, Andamlak BELIHU, 1612586
Torneo de Cameroon, carrera 10000 m, Rodgers KWEMOI, 1610225
Torneo de Cameroon, carrera 10000 m, Tsehay GEMECHU, 1610627
Torneo de Cameroon, carrera 10000 m, Zeineba YIMER, 1617131
Torneo de Canada, carrera 10000 m, Berehanu TSEGU, 1612391
Torneo de Canada, carrera 10000 m, Girmawit GEBRZIHAIR, 1615662
Torneo de Canada, carrera 10000 m, Tsigie GEBRESELAMA, 1625935
Torneo de Central African Republic, carrera 10000 m, Netsanet GUDETA, 1613240
Torneo de Central African Republic, carrera 10000 m, Tsehay GEMECHU, 1617584
Torneo de Central African Republic, carrera 10000 m, Tamirat TOLA, 1622857
Torneo de Chad, carrera 10000 m, Jemal Yimer MEKONNEN, 1614855
Torneo de Chad, carrera 10000 m, Tsehay GEMECHU, 1621389
Torneo de Chad, carrera 10000 m, Stewart MCSWEYN, 1623039
Torneo de Chile, carrera 10000 m, Solomon BERIHU, 1608510
Torneo de Chile, carrera 10000 m, Senbere TEFERI, 1609163
Torneo de Chile, carrera 10000 m, Netsanet GUDETA, 1611740
Torneo de China, carrera 10000 m, Joshua CHEPTEGEI, 1620989
Torneo de China, carrera 10000 m, Mohammed AHMED, 1627550
Torneo de China, carrera 10000 m, Rosemary Monica WANJIRU, 1635910
Torneo de Colombia, carrera 10000 m, Zeineba YIMER, 1620948
Torneo de Colombia, carrera 10000 m, Mogos TUEMAY, 1622229
Torneo de Colombia, carrera 10000 m, Dera DIDA, 1623719
Torneo de Comoros, carrera 10000 m, Mohammed AHMED, 1610587
Torneo de Comoros, carrera 10000 m, Yemaneberhan CRIPPA, 1612178
Torneo de Comoros, carrera 10000 m, Agnes Jebet TIROP, 1615509
Torneo de Congo Democratic Republic of the, carrera 10000 m, Abadi HADIS, 1611827
Torneo de Congo Democratic Republic of the, carrera 10000 m, Vincent Kiprotich KIBET, 1614575
Torneo de Congo Democratic Republic of the, carrera 10000 m, Dera DIDA, 1616260
Torneo de Congo Republic of the, carrera 10000 m, Lopez LOMONG, 1618627
Torneo de Congo Republic of the, carrera 10000 m, Mohammed AHMED, 1620434
Torneo de Congo Republic of the, carrera 10000 m, Hellen OBIRI, 1620853
Torneo de Costa Rica, carrera 10000 m, Jemal Yimer MEKONNEN, 1610990
Torneo de Costa Rica, carrera 10000 m, Abdallah Kibet MANDE, 1624275
Torneo de Costa Rica, carrera 10000 m, Yomif KEJELCHA, 1628042
Torneo de Croatia, carrera 10000 m, Molly HUDDLE, 1609074
Torneo de Croatia, carrera 10000 m, Senbere TEFERI, 1623412
Torneo de Croatia, carrera 10000 m, Hellen OBIRI, 1623516
Torneo de Cuba, carrera 10000 m, Abadi HADIS, 1609130
Torneo de Cuba, carrera 10000 m, Mohammed AHMED, 1611919
Torneo de Cuba, carrera 10000 m, Susan KRUMINS, 1615510
Torneo de Cyprus, carrera 10000 m, Solomon BERIHU, 1611555
Torneo de Cyprus, carrera 10000 m, Tamirat TOLA, 1614008
Torneo de Cyprus, carrera 10000 m, Yomif KEJELCHA, 1619942
Torneo de Czechia, carrera 10000 m, Tsigie GEBRESELAMA, 1610667
Torneo de Czechia, carrera 10000 m, Marielle HALL, 1612972
Torneo de Czechia, carrera 10000 m, Yasemin CAN, 1616932
Torneo de Denmark, carrera 10000 m, Agnes Jebet TIROP, 1609459
Torneo de Denmark, carrera 10000 m, Stewart MCSWEYN, 1610134
Torneo de Denmark, carrera 10000 m, Vincent Kiprotich KIBET, 1626615
Torneo de Djibouti, carrera 10000 m, Tsigie GEBRESELAMA, 1616423
Torneo de Djibouti, carrera 10000 m, Tamirat TOLA, 1620980
Torneo de Djibouti, carrera 10000 m, Solomon BERIHU, 1622523
Torneo de Dominica, carrera 10000 m, Berehanu TSEGU, 1611919
Torneo de Dominica, carrera 10000 m, Jemal Yimer MEKONNEN, 1613589
Torneo de Dominica, carrera 10000 m, Solomon BERIHU, 1616311
Torneo de Dominican Republic, carrera 10000 m, Tsehay GEMECHU, 1608234
Torneo de Dominican Republic, carrera 10000 m, Girmawit GEBRZIHAIR, 1614596
Torneo de Dominican Republic, carrera 10000 m, Hagos GEBRHIWET, 1614612
Torneo de Ecuador, carrera 10000 m, Rodgers KWEMOI, 1608075
Torneo de Ecuador, carrera 10000 m, Selemon BAREGA, 1610717
Torneo de Ecuador, carrera 10000 m, Letesenbet GIDEY, 1612923
Torneo de Egypt, carrera 10000 m, Rosemary Monica WANJIRU, 1613185
Torneo de Egypt, carrera 10000 m, Zeineba YIMER, 1613411
Torneo de Egypt, carrera 10000 m, Mogos TUEMAY, 1615090
Torneo de El Salvador, carrera 10000 m, Gete ALEMAYEHU, 1610122
Torneo de El Salvador, carrera 10000 m, Susan KRUMINS, 1610183
Torneo de El Salvador, carrera 10000 m, Solomon BERIHU, 1613073
Torneo de Equatorial Guinea, carrera 10000 m, Degitu AZIMERAW, 1610703
Torneo de Equatorial Guinea, carrera 10000 m, Rhonex KIPRUTO, 1618117
Torneo de Equatorial Guinea, carrera 10000 m, Dera DIDA, 1618977
Torneo de Eritrea, carrera 10000 m, Hagos GEBRHIWET, 1608136
Torneo de Eritrea, carrera 10000 m, Hellen OBIRI, 1608470
Torneo de Eritrea, carrera 10000 m, Marielle HALL, 1609957
Torneo de Estonia, carrera 10000 m, Abdallah Kibet MANDE, 1609642
Torneo de Estonia, carrera 10000 m, Letesenbet GIDEY, 1611840
Torneo de Estonia, carrera 10000 m, Abadi HADIS, 1612166
Torneo de Ethiopia, carrera 10000 m, Abadi HADIS, 1611004
Torneo de Ethiopia, carrera 10000 m, Selemon BAREGA, 1616769
Torneo de Ethiopia, carrera 10000 m, Girmawit GEBRZIHAIR, 1617273
Torneo de Fiji, carrera 10000 m, Sifan HASSAN, 1608968
Torneo de Fiji, carrera 10000 m, Andamlak BELIHU, 1612607
Torneo de Fiji, carrera 10000 m, Mogos TUEMAY, 1620715
Torneo de Finland, carrera 10000 m, Hagos GEBRHIWET, 1608769
Torneo de Finland, carrera 10000 m, Molly HUDDLE, 1612098
